index;headline_text
2240;Samup tá dando um baile... Mas eu sei que vocês vão ultrapassa-los no quesito qualidade de um todo. Desde já, digo. "O Brasileiro quer menos taxas. Assim que se conquista o povo". Um lado muito positivo, O app de vocês é muito bom, prático demais!
2241;Recarga de celular e pagamento de conta
2242;Para eu e muitos dar nota 10,tem que baixar as taxas.
2243;Excesso de atualização 
2244;Liberação do cartão, quanto a documentação é péssimo uma m, não deixam nada claro qto aos documentos e sua validade. 
2245;Ex: Se eu escolher 30 dias e precisar antes, que eu possa sacar antes.
2246;Não consigo usar as funções de pagamento de contas e crédito no celular 
2247;Sobre as bandeiras, os clientes reclamam que a máquina não aceita Banricompras crédito
2248;Cobraram as taxas antes dos 90 dias
2249;A Antecipação é muito alta.
2250;Eu quero pode pagar minhas contas direto no aplicativo sem transferência p outros banco com eu vim fazendo no começo pq retiraram essa opção,e agora só tem transferência,eu quero opção pagar contas
2251;Opção saque e débito no cartão
2252;Disponibilizar crédito. Para não perder para os Bancos 
2253;Certa vez minha máquina deu problema e foi substituí­da em garantia. Solicitei que me enviassem uma máquina com mais recursos, disponivel para venda, me propus a pagar pela diferença de valor e não permitiram. Achei muito desagradável. Mas seu eu quisesse comprar uma nova e continuar com a minha antiga, poderia... Mesmo assim, expliquei que eu não precisava de duas máquinas, afinal, a ideia de ter o sistema PAGSEGURO é para pequenas empresar e tal... Mas não foi o que me pareceu pela atendente... Isso me deixou bem chateado.
2254;Cobranças de boleto demoram 14 dias para cair na conta! O prazo é muito grande!
2255;Muita demora pra resolver problemas simples
2256;respaldo  para só  cancelar uma venda se autoruzarmos 
2257;Sempre da erro de conexão já perdi muitas vendas .
2258;Estou querendo aceitar cartão alimentação Sodexo alelo etc
2259;a liberação  das vendas  tem q ser mais  rápido que 
2260;Ta caindo o sistema direto e sempre tem que se cadastrar novamente
2261;Melhorar as taxas 
2262;Não pertencer ao Grupo Folha de São Paulo
2263;Além das taxas de juros serem altas, acho péssimo ter que pagar por cada saque. 
2264;A RECEITA FEDERAL ESTEVE NA LOJA E LACROU A MAQUINA
2265;Boa tarde! Pelo pic pay,recebemos os valores em apenas no máximo 48 hrs. No oag seguro demora meses,isso desanima. Eu hj quase não uso pela demora no repasse do valor
2266;Bateria dura muito pouco desde nova
2267;Incluir pagamento recorrente sem cobrar taxa de aquisição para esse serviço
2268;Poder transferir pra qualque conta bancária até de outras pessoas 
2269;Muito difí­cil fazer saque nas casa lotérica 
2270;Acelerar prazo de transação ,da conta pag seguro para minha conta
2271;Flexibilidade em empréstimo , pois o risco é pequeno , pelo fato dos créditos caÃ­rem  uma conta de vocês 
2272;Não consigo transferi meu saldo 
2273;aprovar o empréstimo,ja q somos clientes e estamos trabalhando certinho...
2274;O cartão pagseguro tem que funciona como débito tem luga que não acredita ele como crédito ai a gente tem que sacar o dinheiro e perde 7.50 no sangue é super errado isso 
2275;Principalmente no crédito, se parcelado é absurdo
2276;Oferecer descontos diferenciados aos clientes ja cadastrados.Hj compramos uma máquina por um valor e amanhÃ£ ela já se encontra com promoções e taxas atrativas para novos clientes, enquantos os clientes cadastrados não recebe nenhum diferencial. Até o benefí­cio do aplicativo com a opção pagamentos de contas foi retirado.
2277;Tirar a taxa de intermediação que na verdade é uma taxa de roubo ao cliente nenhuma máquina tem se eu colocar a taxa para o cliente ainda tenho que pagar esta taxa absurda de ano intermediaco
2278;Comunicar quando as taxas sofrerem alteração.
2279;Juros muito alto ...a concorrência está bem mais em conta
2280;Transferir para outras contas 
2281;passo 20 mil por mês, uso agora so sumup e indico samup e a melhor taxa do mercado 
2282;Qualidade da maquininha
2283;O contato com vcs é dificÃ­limo
2284;Sempre fico no prejuí­zo
2285;Estou satisfeito com a PagSeguro...a única falha e o suporte .... inclusive solicitei um cartão pré-pago tem 30 dias e até o momento não recebi... Tirando assim como ja precisei trocar o chip e demorou bastante tempo.... Melhorando o suporte todos vão da 10...
2286;Atendimento por computador é uma vergonha!!!!!!
2287;aceitar BanriCompras na função crédito
2288;Aceitar a transferência para o banco inter
2289;Receber de bancos internacionais 
2290;Taxas praticadas no formato parcelado estão muito altas.
2291;Jurí¶s mais baixos
2292;Transferi e receber no mesmo dia isso iria melhorar muito e regarega o cartão com o dinheiro que já tá na conta da maquininha tb ia facilitar muito 
2293;Não tem lógica cobrança de taxa em débito
2294;Bateria muito ruim
2295;Sem Wifi e muito dificil passar uma venda so pelo chip, e olha que o sinal de todas as operadoras sao excelentes 
2296;Eu gosto da pague seguro porém as taxas são altas e também o parcelamento e ter uma central que possamos ligar e adquirir mais agilidade como os bancos aonde tem conta diz vc confia numa empresa que só da as maquina quando.quebra ou de uma bronca na maquineta vc vai procurar quem reclamar a quem isso que eu penso e juros parcelados e diários pra quem receber no.outro dia e alto tem.maquinta que é 1 % a pague.seguro e 4.99%.
2297;Fazer recarga é da. Comissão por cada RECARGA de celular 
2298;Ter opção para ser atendido por um humano ao telefone
2299;Incluir outras bandeira.
2300;Muito altas 
2301;Valores das taxas ainda é alto
2302;Serviço de recarga de celulares
2303;Taxa de parcelamento muito alta.
2304;cobrar a taxa correta e resolver o problema com agilidade
2305;Se o comprador paga a taxa não entendi porque tbm pago
2306;Baixa taxas
2307;Aceitar cartões internacionais
2308;Pensar em vender mais e fazer Menas exigências e desbloqueia o valores altos de vendas mais rápido sem burocracia
2309;Receber vale refeição sem burocracia 
2310; bateria muito ruim com pouco tempo ficou viciada.
2311;aceitar sodexo e ticket alimentação igual aos outros cartões, mesma taxas, moderninha recarga celular
2312;Taxas muito além do que das outras maquinas
2313;Aos fins de semana receber normal, não só na segunda feira
2314;No dia 01/dez solicitei a troca da minha maquininha com defeito. Em 3/dez, enviei pelo correio, objeto número DZ004925284BR. Até agora, não recebi a nova maquininha = 11dias de espera sem resposta.
2315;Aceitar Banese Card
2316;Receber valores internacionais 
2317;Existe no mercado máquinas c/ juros menor.
2318;Receber os valores a vista no mesmo.dia 
2319;Lançam maquinas modernas em pouco tempo. Acabei de comprar a moderninha pro e em menos de 1 mês já lançaram uma nova. Voces estabeleceram uma meta ALTA para que eu pudesse atingir dentro de 30 dias, cheguei muito perto, mas mesmo assim não consegui nenhum desconto.
2320;Diminuir a taxa
2321;Demora na transferência bancária e também no cartão pré pago 
2322;receber vendas nao importa que tipo de venda receber em um dia ou no dia seguinte porque já perdi vendas por demora 30 dias 
2323;Taxas de parcelamento
2324;Fabricar máquinas resistentes e que durem já estou trocando a minha pela 2Â° vez
2325;liberar as bandeiras de alimentação e refeições direto pela pague seguro sem burocracia 
2326;Alteração no extrato do cliente o prazo vence e vcs não altera só enrola com conversa estou deixando de passar uma venda por causa disto ...só preciso que apareça no extrato bancário dos clientes Confeitaria Profissional só isto por vcs não ter um Sac acredito que seja o reclame aqui já que tem muitas reclamações segundo andei lendo ...farei mais uma talvez por lá alguém do setor responsável faça essa alteração.
2327;Ate a taxa de saquê na minha opinião acho caro R$ 7.50 toda vez q sacar  
2328;Sei que e por segurança mas o processo de recebimento no cartão ou até mesmo depósito pra uma outra conta sem ser o dono da maquininha e muito burocrático 
2329;Melhorar as taxas 
2330;Principalmente, compras parceladas
2331;Poderia diminuirum pouco as taxas
2332;dificil o contato com a empresa 
2333;Demora muito para receber valores de venda digitada e as taxas são muito altas
2334;Rever bem as disputas
2335;Parcelar máquinas novas para quem já é cliente. Eu gostaria de ter mais um máquina mas com o parcelamento somente via cartão de crédito não consigo.
2336;Bateria da máquina não aguenta muito
2337;fazer recarga de celular
2338;Ter o dinheiro disponÃ­vel na conta pagseguro após a venda, como ocorre com a mini point do mercado pago. 
2339;Crédito 
2340;Ter mais funções na moderninha 
2341;Não aceito a antecipação dos créditos, quero recebe-los conforme o prazo dado ao cliente, após 30/60/90 dias por exemplo, sem a taxa extra.
2342;Melhorar o chat de atendimento
2343;Não veio o cartão que prometeram
2344;Ter um contato para sempre tirar as dúvidas
2345;Aceitar todas as bandeiras
2346;A bateria tem curta duração, e deveria aumentar oa benefí­cios e aumentar as chances de receber o empréstimo.
2347;Fazer com que todas as máquinas faça outas coisas pois eu não consigo fazer outras coisa já tentei habilitar e não consigo  
2348;As taxas tem que sair do comprador e não de minhas cebdas
2349;Trabalho com vendas, ai recebo um cartão presente porque atingi minha meta, ai quando passo o cartão presente que recebi como premiação vocês caracterizam fraude e bloqueia minha conta, passo constrangimentos para desbloquear, ai vocês me mandam um e-mail dizendo que isso não é permitido pois é considerado capital de giro, onde uma pessoa fí­sica, recebe uma cartão presente por méritos e vocês falam que é capital de giro. Não consigo compreender, vocês poderiam ser mais claros. Por esse motivo estou pensando seriamente em me descredenciar da pague seguro e procurar outa empresa que seja mais clara. Pois até onde eu sei capital de giro é uma dinheiro que uma empresa gira durante o mês para cobrir gastos. E essa premiação os únicos gastos que eu cubro e o da minha casa. Até parace uma piada esse e-mail que vocês me mandaram.   
2350;acho q a taxa cobrada, para só repassar o valor dos pagamentos a vista é muito grande.
2351;Receber o valor do crédito na hora
2352;Fiz uma venda, ficou mais de 5 minutos carregando, não foi concluí­da. Foi debitada na conta do meu cliente e depois de 2 horas apareceu pra mim q foi cancelada a venda.. enfim tomei um prejuí­zo de 60 reais porque o cliente já tinha ido embora! 
2353;Conseguir transferir minhas vendas para uma outra conta sem ser do mesmo cpf
2354;Poder fazer compras com o cartao na função credito parcelado
2355;Sacar o valor recebido em um bco 24 horas
2356;Bateria dura muito pouco
2357;Venda a prazo juros muito alto...
2358;Tudo
2359;As máquinas deixam de funcionar 
2360;Mais programas de fidelidade para quem já é cliente!
2361;Eu já fiz o pedido duas vezes o do meu cartão e nuca recebi
2362;preço e taxas
2363;relatorio de conferencia muito complexo
2364;As taxas são altas de mais 
2365; A taxa muito alto
2366;Facilitar o processo de pagamento de contas e as verificações de segurança do aplicativo
2367;poder pagar minhas contas pelo App
2368;Falar a verdade quando comprei siziam que nao precisava de celular e muito lenta em autorizar apos a senha do cliente
2369;Quanto o telefonne recebe outra conexão ,cai o sistema da operaçao da pag seguro
2370;A quantidade de transferência para conta conta corrente do titular, sem cobrança de tarifa, poderia ser maior e também não deveria haver cobrança de tarifa no saque por meio do cartão PagSeguro nas redes 24 hrs.
2371;Atendimento tosco, recebi o cartão da minha moderninha e não consigo desbloquear por que não muda o status de entregue, é complicado e o suporte nada faz...
2372;O aplicativo só disponibiliza o dinheiro com 30 dias
2373;Transferência um pouco demorada
2374;Tenho a moderninha a quase 1ano e até hoje nunca recebi minhas vendas 
2375;O principal taxas altas por isso pouco uso 
2376;Minha taxa de antecipação está alta
2377;A bateria tem a durabilidade baixa
2378;No momento não 
2379;Receber parcelado igual sumup
2380;Liguei na pag seguro, demoreu pra ser atendido e não consegui resolver o meu problema. 
2381;As taxas de parcelamento são muito altas
2382;Nao bloquear conta total por conta de uma venda pequena. se possuo a maquina minhas vendas nao deveriam ter limites.
2383;Taxa para sabe muito alta, e tempo para receber pagamentos no crédito muito grande.
